"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-06-26;2026-07-30
"Rango de fecha de vigencia";2026-06-29;2026-07-31
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";"Fecha de vigencia";"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-23;2026-07-24;TCO;11,22;;11,18;;11,03;;11,23;;11,03;;11,36;;11,19;;11,27;;11,11;;11,03;;11,13;;10,73;;11,31;;11,13;;11,21;

2026-07-24;2026-07-27;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;21.365;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;21.365
2026-07-24;2026-07-27;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;83.994;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;83.994
2026-07-24;2026-07-27;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;7.687;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.687
2026-07-24;2026-07-27;10,6500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;7.685;-;-;30;7.685
2026-07-24;2026-07-27;10,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;56
2026-07-24;2026-07-27;10,7500;-;-;-;-;-;-;-;-;-;-;-;-;2;316;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;316
2026-07-24;2026-07-27;10,8100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2.980;-;-;-;-;7;2.980
2026-07-24;2026-07-27;10,8500;-;-;-;-;-;-;-;-;-;-;-;-;1;1.116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.116
2026-07-24;2026-07-27;10,9000;-;-;-;-;-;-;-;-;-;-;-;-;1;227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;227
2026-07-24;2026-07-27;10,9300;-;-;-;-;-;-;-;-;-;-;-;-;9;798;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;798
2026-07-24;2026-07-27;10,9500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.600;-;-;-;-;-;-;-;-;-;-;1;2.600
2026-07-24;2026-07-27;11,0000;-;-;-;-;-;-;-;-;-;-;-;-;1;2.201;2;1;-;-;-;-;-;-;-;-;-;-;-;-;3;2.202
2026-07-24;2026-07-27;11,0100;-;-;-;-;-;-;-;-;-;-;-;-;124;171.362;210;620.247;112;521.881;-;-;-;-;-;-;-;-;-;-;446;1.313.490
2026-07-24;2026-07-27;11,0200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;3;2
2026-07-24;2026-07-27;11,0300;1;3.038;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000;-;-;-;-;-;-;-;-;-;-;-;-;2;4.038
2026-07-24;2026-07-27;11,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;5.285;-;-;4;5.285
2026-07-24;2026-07-27;11,1000;8;8.050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10.530;-;-;10;18.580
2026-07-24;2026-07-27;11,1100;64;108.031;19;20.212;35;7.462;30;30.747;16;3.355;4;250;-;-;-;-;1;2.116;15;2.634;-;-;-;-;-;-;-;-;184;174.807
2026-07-24;2026-07-27;11,1200;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-24;2026-07-27;11,1300;-;-;-;-;-;-;-;-;-;-;-;-;36;266.617;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;266.617
2026-07-24;2026-07-27;11,1700;-;-;-;-;-;-;-;-;-;-;-;-;1;60.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;60.000
2026-07-24;2026-07-27;11,1800;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.139.775;-;-;-;-;-;-;-;-;-;-;2;1.144.775
2026-07-24;2026-07-27;11,2000;2;540.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138;20.821;-;-;-;-;-;-;-;-;-;-;140;560.821
2026-07-24;2026-07-27;11,2100;8;553.112;1;26.235;-;-;-;-;-;-;-;-;85;353.912;3;112.722;7;4.846.758;-;-;4;142.044;-;-;-;-;67;35.890;175;6.070.672
2026-07-24;2026-07-27;11,2300;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;19.955;-;-;-;-;-;-;-;-;-;-;-;-;3;19.956
2026-07-24;2026-07-27;11,2500;1;64.975;1;62.834;-;-;-;-;-;-;-;-;-;-;-;-;2;178.925;-;-;-;-;-;-;1;1.896;-;-;5;308.630
2026-07-24;2026-07-27;11,2550;-;-;-;-;-;-;-;-;-;-;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000
2026-07-24;2026-07-27;11,2600;1;34.149;-;-;-;-;-;-;-;-;-;-;-;-;1;70.000;1;100.000;-;-;-;-;-;-;-;-;-;-;3;204.149
2026-07-24;2026-07-27;11,3000;3;354.277;-;-;-;-;-;-;-;-;-;-;3;925.307;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1.279.583
2026-07-24;2026-07-27;11,3100;-;-;28;26.755;-;-;-;-;-;-;-;-;1;10;-;-;1;50.000;-;-;-;-;-;-;-;-;-;-;30;76.765
2026-07-24;2026-07-27;11,3200;2;264.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;264.000
2026-07-24;2026-07-27;11,3400;1;775.455;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;775.455
2026-07-24;2026-07-27;11,3500;1;159.975;1;71.677;-;-;-;-;-;-;1;786.257;-;-;-;-;-;-;-;-;-;-;-;-;2;29.510;-;-;5;1.047.419
2026-07-24;2026-07-27;11,3600;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-07-24;2026-07-27;11,3700;1;172.404;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;172.404
2026-07-24;2026-07-27;11,3900;-;-;-;-;-;-;-;-;-;-;-;-;1;358.339;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;358.339
2026-07-24;2026-07-27;11,4000;2;892.498;-;-;-;-;1;891.510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;205.420;-;-;4;1.989.427
2026-07-24;2026-07-27;11,4100;1;300.000;-;-;-;-;-;-;-;-;-;-;1;2.768.443;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.068.443
2026-07-24;2026-07-27;11,4110;1;5.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000.000
2026-07-24;2026-07-27;11,4200;2;2.186.302;-;-;-;-;-;-;-;-;-;-;2;2.809.895;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;4.996.197
2026-07-24;2026-07-27;11,4300;1;300.000;-;-;-;-;-;-;-;-;-;-;1;399.982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;699.982
2026-07-24;2026-07-27;11,4500;1;500.000;3;634.502;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1.134.502
2026-07-24;2026-07-27;11,5000;-;-;1;1.218.652;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000;-;-;2;1.418.652
2026-07-24;2026-07-27;11,5500;-;-;-;-;-;-;-;-;-;-;-;-;2;594.542;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;594.542
2026-07-24;2026-07-27;11,6000;-;-;1;750.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;750.000
2026-07-24;2026-07-27;11,6050;-;-;-;-;-;-;-;-;-;-;-;-;1;199.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.975
2026-07-24;2026-07-27;11,6100;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-24;2026-07-27;11,6110;-;-;-;-;-;-;-;-;-;-;-;-;1;489.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;489.000
2026-07-24;2026-07-27;11,6400;-;-;1;2.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.000.000
2026-07-24;2026-07-27;TOTAL;102;12.716.265;57;4.815.867;35;7.462;32;1.922.257;16;3.355;6;986.507;280;9.615.144;221;823.926;264;6.862.876;15;2.634;4;142.044;7;2.980;41;460.326;67;35.890;1.147;38.397.534
2026-07-24;2026-07-27;TCO;11,38;;11,56;;11,11;;11,50;;11,11;;11,33;;11,38;;11,06;;11,19;;11,11;;11,21;;10,81;;11,42;;11,21;;11,37;

2026-07-27;2026-07-28;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;21
2026-07-27;2026-07-28;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;28.105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;28.105
2026-07-27;2026-07-28;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;84
2026-07-27;2026-07-28;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;142.327;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;142.327
2026-07-27;2026-07-28;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;15.197;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15.197
2026-07-27;2026-07-28;10,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;151;-;-;-;-;-;-;-;-;-;-;1;151
2026-07-27;2026-07-28;10,6000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10.425;-;-;-;-;-;-;-;-;-;-;1;10.425
2026-07-27;2026-07-28;10,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;42
2026-07-27;2026-07-28;10,8000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;12.233;-;-;20;12.233
2026-07-27;2026-07-28;10,9700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;350;-;-;-;-;4;350
2026-07-27;2026-07-28;10,9900;-;-;1;1.295;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.295
2026-07-27;2026-07-28;11,0000;-;-;-;-;-;-;-;-;-;-;-;-;1;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;109
2026-07-27;2026-07-28;11,1200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.700;-;-;-;-;-;-;-;-;-;-;1;3.700
2026-07-27;2026-07-28;11,1300;-;-;-;-;-;-;-;-;-;-;-;-;1;229;-;-;-;-;-;-;-;-;-;-;-;-;1;6;2;235
2026-07-27;2026-07-28;11,1500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;149.975;-;-;-;-;-;-;-;-;-;-;3;149.976
2026-07-27;2026-07-28;11,1600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1
2026-07-27;2026-07-28;11,1700;-;-;-;-;-;-;-;-;-;-;-;-;139;44.019;217;170.088;116;59.450;-;-;-;-;-;-;-;-;-;-;472;273.557
2026-07-27;2026-07-28;11,1800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1
2026-07-27;2026-07-28;11,2100;-;-;-;-;-;-;-;-;-;-;-;-;3;2.123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2.123
2026-07-27;2026-07-28;11,2300;-;-;-;-;-;-;-;-;-;-;1;17.798;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;17.798
2026-07-27;2026-07-28;11,2700;22;211.313;9;28.097;33;4.894;35;35.282;18;9.465;2;3.008;-;-;-;-;-;-;23;22.014;-;-;-;-;-;-;-;-;142;314.073
2026-07-27;2026-07-28;11,3000;1;1.266;-;-;-;-;1;53.231;-;-;2;586.120;-;-;-;-;-;-;-;-;-;-;-;-;2;137.009;-;-;6;777.626
2026-07-27;2026-07-28;11,3200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;268.721;-;-;-;-;-;-;-;-;-;-;-;-;1;268.721
2026-07-27;2026-07-28;11,3500;5;2.649;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;94.731;-;-;8;97.380
2026-07-27;2026-07-28;11,3600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133;24.307;-;-;-;-;-;-;-;-;-;-;133;24.307
2026-07-27;2026-07-28;11,3699;-;-;-;-;-;-;-;-;-;-;-;-;1;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;35
2026-07-27;2026-07-28;11,3700;3;26.971;4;41.485;3;7.725;-;-;-;-;9;30.137;58;1.161.694;10;758.111;-;-;-;-;5;5.293;-;-;2;135.404;58;53.375;152;2.220.195
2026-07-27;2026-07-28;11,4000;3;142.672;1;93.356;-;-;1;2.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;46.460;-;-;7;2.282.488
2026-07-27;2026-07-28;11,4200;5;170.333;-;-;-;-;-;-;-;-;-;-;1;1.299.921;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1.470.253
2026-07-27;2026-07-28;11,4300;-;-;1;5.125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.125
2026-07-27;2026-07-28;11,4500;1;10.150;1;59.945;-;-;-;-;-;-;-;-;-;-;-;-;1;75.000;-;-;-;-;-;-;-;-;-;-;3;145.095
2026-07-27;2026-07-28;11,4700;-;-;44;25.519;-;-;-;-;-;-;-;-;1;1;1;34.000;-;-;-;-;-;-;-;-;2;78.165;-;-;48;137.685
2026-07-27;2026-07-28;11,5000;6;954.422;1;700.000;-;-;-;-;-;-;-;-;1;250.000;-;-;1;184.378;-;-;-;-;-;-;3;227.507;-;-;12;2.316.307
2026-07-27;2026-07-28;11,5200;-;-;-;-;-;-;1;499.980;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.980
2026-07-27;2026-07-28;11,5500;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000
2026-07-27;2026-07-28;11,5700;-;-;-;-;-;-;-;-;1;36.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;36.975
2026-07-27;2026-07-28;11,5800;1;284.076;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;284.076
2026-07-27;2026-07-28;11,6000;3;899.331;2;31.066;-;-;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1.430.398
2026-07-27;2026-07-28;11,6100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;181.540;-;-;-;-;-;-;-;-;-;-;-;-;1;181.540
2026-07-27;2026-07-28;11,6400;-;-;2;4.342;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4.342
2026-07-27;2026-07-28;11,6500;2;733.543;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;733.543
2026-07-27;2026-07-28;11,7000;-;-;2;1.106.720;-;-;-;-;-;-;-;-;2;1.219.975;3;1.745.930;-;-;-;-;-;-;-;-;1;299.880;-;-;8;4.372.505
2026-07-27;2026-07-28;11,7500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;100.000;-;-;2;100.000
2026-07-27;2026-07-28;11,7600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;150.000;-;-;1;150.000
2026-07-27;2026-07-28;11,8000;-;-;-;-;-;-;-;-;-;-;1;130.025;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;130.025
2026-07-27;2026-07-28;11,8500;-;-;-;-;-;-;-;-;-;-;1;299.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;299.975
2026-07-27;2026-07-28;11,9000;-;-;1;2.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.000.000
2026-07-27;2026-07-28;TOTAL;53;3.636.725;69;4.096.951;36;12.619;39;3.088.493;19;46.440;16;1.067.063;214;4.163.882;239;3.158.392;255;507.386;23;22.014;5;5.293;4;350;38;1.281.388;59;53.381;1.069;21.140.379
2026-07-27;2026-07-28;TCO;11,54;;11,74;;11,33;;11,45;;11,51;;11,52;;11,41;;11,55;;11,32;;11,27;;11,37;;10,97;;11,54;;11,37;;11,54;

2026-07-28;2026-07-29;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;16.429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16.429
2026-07-28;2026-07-29;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;103
2026-07-28;2026-07-29;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;124.999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;124.999
2026-07-28;2026-07-29;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;9.251;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.251
2026-07-28;2026-07-29;10,8500;-;-;-;-;-;-;-;-;-;-;-;-;1;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;92
2026-07-28;2026-07-29;10,9000;-;-;-;-;-;-;-;-;-;-;-;-;1;999;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;999
2026-07-28;2026-07-29;10,9600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;2.991;-;-;25;2.991
2026-07-28;2026-07-29;11,0000;-;-;-;-;-;-;-;-;-;-;-;-;1;182;-;-;-;-;-;-;-;-;-;-;2;2.615;-;-;3;2.797
2026-07-28;2026-07-29;11,1300;-;-;-;-;-;-;-;-;-;-;-;-;1;175;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;175
2026-07-28;2026-07-29;11,1400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;739;-;-;-;-;6;739
2026-07-28;2026-07-29;11,1500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;249.200;-;-;2;249.200
2026-07-28;2026-07-29;11,1700;-;-;-;-;-;-;-;-;-;-;-;-;1;20;-;-;2;66;-;-;-;-;-;-;-;-;-;-;3;86
2026-07-28;2026-07-29;11,2100;-;-;-;-;-;-;-;-;-;-;-;-;1;183;-;-;-;-;-;-;-;-;1;41.728;-;-;-;-;2;41.911
2026-07-28;2026-07-29;11,2500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.800;-;-;-;-;-;-;-;-;-;-;1;1.800
2026-07-28;2026-07-29;11,3300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1
2026-07-28;2026-07-29;11,3400;-;-;-;-;-;-;-;-;-;-;-;-;151;175.925;184;182.601;118;275.529;-;-;-;-;-;-;-;-;-;-;453;634.054
2026-07-28;2026-07-29;11,3500;9;40.346;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;10;40.347
2026-07-28;2026-07-29;11,3600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-07-28;2026-07-29;11,3700;-;-;-;-;-;-;-;-;-;-;-;-;29;9.148;-;-;-;-;-;-;-;-;-;-;-;-;1;200;30;9.348
2026-07-28;2026-07-29;11,3800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-07-28;2026-07-29;11,4200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.736;-;-;-;-;-;-;-;-;-;-;1;13.736
2026-07-28;2026-07-29;11,4300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000;-;-;-;-;1;200.000
2026-07-28;2026-07-29;11,4400;42;117.729;22;306.175;25;6.737;33;131.937;21;3.247;2;46;-;-;-;-;1;5.000;16;5.435;-;-;-;-;-;-;-;-;162;576.307
2026-07-28;2026-07-29;11,4500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000;-;-;1;5.000
2026-07-28;2026-07-29;11,4700;-;-;-;-;-;-;-;-;-;-;-;-;4;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;5
2026-07-28;2026-07-29;11,4900;1;1.300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.300
2026-07-28;2026-07-29;11,5000;-;-;1;14.867;-;-;1;32.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;27.960;-;-;3;74.827
2026-07-28;2026-07-29;11,5300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;131;57.600;-;-;-;-;-;-;-;-;-;-;131;57.600
2026-07-28;2026-07-29;11,5400;7;40.407;-;-;1;18.070;-;-;-;-;4;178;75;977.144;3;5.213;5;530.835;-;-;3;426;-;-;-;-;47;41.814;145;1.614.086
2026-07-28;2026-07-29;11,5500;1;22.040;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;2;122.040
2026-07-28;2026-07-29;11,5760;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;18.982;-;-;-;-;-;-;-;-;-;-;1;18.982
2026-07-28;2026-07-29;11,5900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;150.000;-;-;-;-;-;-;-;-;-;-;-;-;1;150.000
2026-07-28;2026-07-29;11,6000;2;103.275;6;238.321;-;-;1;500.000;-;-;-;-;-;-;-;-;2;1.500.000;-;-;-;-;-;-;3;563.448;-;-;14;2.905.044
2026-07-28;2026-07-29;11,6200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;35.835;-;-;-;-;-;-;-;-;-;-;-;-;1;35.835
2026-07-28;2026-07-29;11,6400;1;81.621;36;13.949;-;-;-;-;-;-;-;-;-;-;3;50.000;1;11.280;-;-;-;-;-;-;-;-;-;-;41;156.851
2026-07-28;2026-07-29;11,6500;3;301.444;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;60.901;-;-;4;362.345
2026-07-28;2026-07-29;11,6600;-;-;-;-;-;-;-;-;-;-;-;-;1;112.942;2;16.575;-;-;-;-;-;-;-;-;-;-;-;-;3;129.517
2026-07-28;2026-07-29;11,6700;1;915.200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;915.200
2026-07-28;2026-07-29;11,6900;1;169.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;169.975
2026-07-28;2026-07-29;11,7000;2;342.550;1;15.000;-;-;-;-;-;-;-;-;2;4.000.000;1;724.564;-;-;-;-;-;-;-;-;-;-;-;-;6;5.082.114
2026-07-28;2026-07-29;11,7400;-;-;-;-;-;-;-;-;1;21.840;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;21.840
2026-07-28;2026-07-29;11,7500;7;1.238.602;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;1.238.602
2026-07-28;2026-07-29;11,7600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;150.000;-;-;1;150.000
2026-07-28;2026-07-29;11,7800;1;70.000;-;-;-;-;-;-;-;-;-;-;1;900.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;970.000
2026-07-28;2026-07-29;11,8000;1;4.000.000;-;-;-;-;-;-;-;-;-;-;2;3.325.236;1;0;-;-;-;-;-;-;-;-;-;-;-;-;4;7.325.236
2026-07-28;2026-07-29;11,8100;1;300.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;300.000
2026-07-28;2026-07-29;11,8500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.895;-;-;-;-;-;-;-;-;-;-;-;-;1;199.895
2026-07-28;2026-07-29;11,8700;1;999.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;799.880;-;-;4;1.799.855
2026-07-28;2026-07-29;11,9000;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;699.905;-;-;4;899.905
2026-07-28;2026-07-29;11,9300;-;-;-;-;-;-;-;-;-;-;-;-;2;669.982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;669.982
2026-07-28;2026-07-29;11,9500;-;-;-;-;-;-;1;199.990;-;-;-;-;1;22.528;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;222.518
2026-07-28;2026-07-29;11,9800;-;-;-;-;-;-;1;1.000.000;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.000.000
2026-07-28;2026-07-29;11,9900;-;-;2;730.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;730.000
2026-07-28;2026-07-29;12,0000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1.299.812;-;-;-;-;-;-;-;-;1;99.820;-;-;4;1.399.632
2026-07-28;2026-07-29;12,0100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;999.925;-;-;-;-;-;-;-;-;-;-;-;-;1;999.925
2026-07-28;2026-07-29;12,0331;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.200.000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.200.000
2026-07-28;2026-07-29;12,0635;-;-;-;-;-;-;-;-;2;3.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.000.000
